page,block_id,block_type,bbox,source_image_path,text_pdf_layer,text_ocr_basic,text_ocr_vision,text_merged,normalized_text,has_dimension_signal,has_material_signal,has_structure_signal,rule_likelihood,needs_manual_review,manual_note
92,p092-b06,body_text,"{""x"": 322, ""y"": 1082, ""w"": 498, ""h"": 67}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p092-b06.png,,"Pe
eee
ES
BE
Ss
Se
asl",好「1平,"Pe
eee
ES
BE
Ss
Se
asl
好「1平","Pe
eee
ES
BE
Ss
Se
asl
好「1平",False,False,False,0.08,False,
92,p092-b07,body_text,"{""x"": 1557, ""y"": 1089, ""w"": 151, ""h"": 53}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p092-b07.png,,"Be
WEE",瓣麰瓞常,"Be
WEE
瓣麰瓞常","Be
WEE
瓣麰瓞常",False,False,False,0.0,False,
92,p092-b08,body_text,"{""x"": 2474, ""y"": 1104, ""w"": 185, ""h"": 44}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p092-b08.png,,YR,遊 甫大,"YR
遊 甫大","YR
遊 甫大",False,False,False,0.0,False,
92,p092-b09,body_text,"{""x"": 1437, ""y"": 1347, ""w"": 14, ""h"": 4}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p092-b09.png,,二,,二,二,False,False,False,0.0,False,
92,p092-b10,body_text,"{""x"": 113, ""y"": 1469, ""w"": 1750, ""h"": 69}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p092-b10.png,,"ee
I
Oe?
Ye
SBS
ES
WE
RY
REY
EB
eS
S
SRB
de?
Ae
YE
1",。突中手达［1马准已香昙胡宗开［意立t长货，赵食长货「开贝常 辞「带成不必,"ee
I
Oe?
Ye
SBS
ES
WE
RY
REY
EB
eS
S
SRB
de?
Ae
YE
1
。突中手达［1马准已香昙胡宗开［意立t长货，赵食长货「开贝常 辞「带成不必","ee
I
Oe?
Ye
SBS
ES
WE
RY
REY
EB
eS
S
SRB
de?
Ae
YE
1
。突中手达［1马准已香昙胡宗开［意立t长货，赵食长货「开贝常 辞「带成不必",False,False,False,0.08,False,
92,p092-b11,dimension_note,"{""x"": 0, ""y"": 0, ""w"": 2880, ""h"": 1620}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p092-b11.png,,"------.
RENEE
ou
EERE
S|
1\S+80um
eee
EWR
Sou
Se
|
aps
-一
1
19S
bY
Asi
LES
BE
ES
ERK
He
WES
E+
EOE
a
-
Pe
Ss
asl
Be
WEE
YR
二
Ye
Ae
SBS
WE
RY
Oe?
REY
ee
EB
I
eS
S
SRB
YE
de?","。突中手达［1马准已香昙胡宗开［意立t长货，赵食长货「开贝常 辞「带成不必
遊 甫大
瓣麰瓞常
好「1平
麻葑麰+瓣麰瓞常
菇内 C
mm08+早［1≤宽麻好
麻瓣好+葑遊瓞常
盖心［1
mm08≤廸宽麻瓣效
麻瓣遊+瓣麰邗平
mm08≤宽麻效","------.
RENEE
ou
EERE
S|
1\S+80um
eee
EWR
Sou
Se
|
aps
-一
1
19S
bY
Asi
LES
BE
ES
ERK
He
WES
E+
EOE
a
-
Pe
Ss
asl
Be
WEE
YR
二
Ye
Ae
SBS
WE
RY
Oe?
REY
ee
EB
I
eS
S
SRB
YE
de?
。突中手达［1马准已香昙胡宗开［意立t长货，赵食长货「开贝常 辞「带成不必
遊 甫大
瓣麰瓞常
好「1平
麻葑麰+瓣麰瓞常
菇内 C
mm08+早［1≤宽麻好
麻瓣好+葑遊瓞常
盖心［1
mm08≤廸宽麻瓣效
麻瓣遊+瓣麰邗平
mm08≤宽麻效","------.
RENEE
ou
EERE
S|
1\S+80um
eee
EWR
Sou
Se
|
aps
-一
1
19S
bY
Asi
LES
BE
ES
ERK
He
WES
E+
EOE
a
-
Pe
Ss
asl
Be
WEE
YR
二
Ye
Ae
SBS
WE
RY
Oe?
REY
ee
EB
I
eS
S
SRB
YE
de?
。突中手达［1马准已香昙胡宗开［意立t长货，赵食长货「开贝常 辞「带成不必
遊 甫大
瓣麰瓞常
好「1平
麻葑麰+瓣麰瓞常
菇内 C
mm08+早［1≤宽麻好
麻瓣好+葑遊瓞常
盖心［1
mm08≤廸宽麻瓣效
麻瓣遊+瓣麰邗平
mm08≤宽麻效",True,False,False,0.36,False,
93,p093-b01,body_text,"{""x"": 403, ""y"": 231, ""w"": 734, ""h"": 396}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p093-b01.png,,"-Tt-
T
or",,"-Tt-
T
or","-Tt-
T
or",False,False,False,0.0,False,
93,p093-b02,body_text,"{""x"": 371, ""y"": 1017, ""w"": 718, ""h"": 89}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p093-b02.png,,"ae
一
--_
-一
L
=
|_-
--
~~",,"ae
一
--_
-一
L
=
|_-
--
~~","ae
一
--_
-一
L
=
|_-
--
~~",False,False,False,0.0,False,
93,p093-b03,body_text,"{""x"": 121, ""y"": 1243, ""w"": 1114, ""h"": 308}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p093-b03.png,,"PHEMEPH
YE
BYES
HEWES
REM
SS
A
eel
Sel
Tae
beds
ete!
VE
BBE
wR
ely
ee
tees
el
BYE","。背成司是」.
。 女兄是堡J意立t长货，是坚」用郵甫辞•
。代叵不，刺孳个一昙代暗甫辞能昙马甫辞刺鍌［1带•
醂甫芽本鎏［带","PHEMEPH
YE
BYES
HEWES
REM
SS
A
eel
Sel
Tae
beds
ete!
VE
BBE
wR
ely
ee
tees
el
BYE
。背成司是」.
。 女兄是堡J意立t长货，是坚」用郵甫辞•
。代叵不，刺孳个一昙代暗甫辞能昙马甫辞刺鍌［1带•
醂甫芽本鎏［带","PHEMEPH
YE
BYES
HEWES
REM
SS
A
eel
Sel
Tae
beds
ete!
VE
BBE
wR
ely
ee
tees
el
BYE
。背成司是」.
。 女兄是堡J意立t长货，是坚」用郵甫辞•
。代叵不，刺孳个一昙代暗甫辞能昙马甫辞刺鍌［1带•
醂甫芽本鎏［带",False,False,False,0.08,False,
94,p094-b01,body_text,"{""x"": 209, ""y"": 31, ""w"": 932, ""h"": 513}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b01.png,,"~\
B|
|’
RESP
FEN
aE
Ste
ee
I
SERFS
Lisle’
RH
DCE’
2M)
WHEE
WI
¥OSPHAS3R
bea
1B)
of]
BESS
BE
DEAE
COE
|
TS
|)
|]
RET
YO
OEE’
SE
IB
IRE
WU)""
BY
wR","客向𩇕，浓要白客味，「 发 意+妥不要必非•
用卦常五去天下，小妹空［1
主父青帕［1开起天面［两瓶由效「•
十货态青。t手味t手味
我好甫大用下.「1开故•","~\
B|
|’
RESP
FEN
aE
Ste
ee
I
SERFS
Lisle’
RH
DCE’
2M)
WHEE
WI
¥OSPHAS3R
bea
1B)
of]
BESS
BE
DEAE
COE
|
TS
|)
|]
RET
YO
OEE’
SE
IB
IRE
WU)""
BY
wR
客向𩇕，浓要白客味，「 发 意+妥不要必非•
用卦常五去天下，小妹空［1
主父青帕［1开起天面［两瓶由效「•
十货态青。t手味t手味
我好甫大用下.「1开故•","~\
B|
|’
RESP
FEN
aE
Ste
ee
I
SERFS
Lisle’
RH
DCE’
2M)
WHEE
WI
¥OSPHAS3R
bea
1B)
of]
BESS
BE
DEAE
COE
|
TS
|)
|]
RET
YO
OEE’
SE
IB
IRE
WU)""
BY
wR
客向𩇕，浓要白客味，「 发 意+妥不要必非•
用卦常五去天下，小妹空［1
主父青帕［1开起天面［两瓶由效「•
十货态青。t手味t手味
我好甫大用下.「1开故•",False,False,False,0.08,False,
94,p094-b02,dimension_note,"{""x"": 1398, ""y"": 38, ""w"": 492, ""h"": 256}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b02.png,,"~
ER
11S+80um
S|
19S
bY
1
He
WES
EOE
E+
=","mm08+早［1≤ 宽麻 遊
府内 厂1
麻瓣麰+葑麰赇常","~
ER
11S+80um
S|
19S
bY
1
He
WES
EOE
E+
=
mm08+早［1≤ 宽麻 遊
府内 厂1
麻瓣麰+葑麰赇常","~
ER
11S+80um
S|
19S
bY
1
He
WES
EOE
E+
=
mm08+早［1≤ 宽麻 遊
府内 厂1
麻瓣麰+葑麰赇常",True,False,False,0.36,False,
94,p094-b03,body_text,"{""x"": 1446, ""y"": 45, ""w"": 126, ""h"": 50}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b03.png,,"TER
RES",,"TER
RES","TER
RES",False,False,False,0.0,False,
94,p094-b04,dimension_note,"{""x"": 2198, ""y"": 75, ""w"": 293, ""h"": 207}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b04.png,,"EWR
Sou
Asi
BE
ERK
LES
ES
|","mm08≤ 宽麻好
麻瓣好+瓣好邗平","EWR
Sou
Asi
BE
ERK
LES
ES
|
mm08≤ 宽麻好
麻瓣好+瓣好邗平","EWR
Sou
Asi
BE
ERK
LES
ES
|
mm08≤ 宽麻好
麻瓣好+瓣好邗平",True,False,False,0.36,False,
94,p094-b05,body_text,"{""x"": 255, ""y"": 114, ""w"": 578, ""h"": 53}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b05.png,,"HF
HES
lc
BH
BANS",即总中同合并必乡郵不土用刺即,"HF
HES
lc
BH
BANS
即总中同合并必乡郵不土用刺即","HF
HES
lc
BH
BANS
即总中同合并必乡郵不土用刺即",False,False,False,0.08,False,
94,p094-b06,body_text,"{""x"": 2292, ""y"": 495, ""w"": 66, ""h"": 16}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b06.png,,al,,al,al,False,False,False,0.0,False,
94,p094-b07,dimension_note,"{""x"": 2168, ""y"": 698, ""w"": 472, ""h"": 245}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b07.png,,"/
只
ER
11S+80um
S|
19S
bY
1
He
WES
EOE
E+","mm08+旱［1≤宴宽麻瓣好
雍内效［
麻瓣麰+葑麰瓞常","/
只
ER
11S+80um
S|
19S
bY
1
He
WES
EOE
E+
mm08+旱［1≤宴宽麻瓣好
雍内效［
麻瓣麰+葑麰瓞常","/
只
ER
11S+80um
S|
19S
bY
1
He
WES
EOE
E+
mm08+旱［1≤宴宽麻瓣好
雍内效［
麻瓣麰+葑麰瓞常",True,False,False,0.36,False,
94,p094-b08,body_text,"{""x"": 2214, ""y"": 761, ""w"": 126, ""h"": 50}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b08.png,,"TER
RES",,"TER
RES","TER
RES",False,False,False,0.0,False,
94,p094-b09,dimension_note,"{""x"": 1459, ""y"": 829, ""w"": 286, ""h"": 114}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b09.png,,"EWR
Sou
Asi
BE
ERK
LES
ES","mm08≤ 宽麻
麻瓣麰+瓣麰𠨑平","EWR
Sou
Asi
BE
ERK
LES
ES
mm08≤ 宽麻
麻瓣麰+瓣麰𠨑平","EWR
Sou
Asi
BE
ERK
LES
ES
mm08≤ 宽麻
麻瓣麰+瓣麰𠨑平",True,False,False,0.36,False,
94,p094-b10,body_text,"{""x"": 1760, ""y"": 1227, ""w"": 32, ""h"": 47}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b10.png,,用,,用,用,False,False,False,0.0,False,
94,p094-b11,body_text,"{""x"": 147, ""y"": 1230, ""w"": 1457, ""h"": 343}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b11.png,,"全
-
-=
=
PY
TEES
RE
SE]
Oe?
YE
IRE
AE
ee
1
Ae
|
IY",。用卦六否昙t开「 意立t长货，起文长货［1开 辣科壁［带成不必,"全
-
-=
=
PY
TEES
RE
SE]
Oe?
YE
IRE
AE
ee
1
Ae
|
IY
。用卦六否昙t开「 意立t长货，起文长货［1开 辣科壁［带成不必","全
-
-=
=
PY
TEES
RE
SE]
Oe?
YE
IRE
AE
ee
1
Ae
|
IY
。用卦六否昙t开「 意立t长货，起文长货［1开 辣科壁［带成不必",False,False,False,0.08,False,
94,p094-b12,body_text,"{""x"": 157, ""y"": 1418, ""w"": 54, ""h"": 57}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p094-b12.png,,AN,,AN,AN,False,False,False,0.0,False,
95,p095-b01,body_text,"{""x"": 1925, ""y"": 438, ""w"": 164, ""h"": 50}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p095-b01.png,,"AW
2.",前咐°aA,"AW
2.
前咐°aA","AW
2.
前咐°aA",False,False,False,0.0,False,
95,p095-b02,body_text,"{""x"": 215, ""y"": 543, ""w"": 1296, ""h"": 572}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p095-b02.png,,"ae)
_
=
SS
-
让
|
--
由
上
S|
L_
一
三
-_
[ae
二
|e
al
-=",,"ae)
_
=
SS
-
让
|
--
由
上
S|
L_
一
三
-_
[ae
二
|e
al
-=","ae)
_
=
SS
-
让
|
--
由
上
S|
L_
一
三
-_
[ae
二
|e
al
-=",False,False,False,0.08,False,
95,p095-b03,body_text,"{""x"": 211, ""y"": 552, ""w"": 183, ""h"": 110}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p095-b03.png,,"PS
Cc:",,"PS
Cc:","PS
Cc:",False,False,False,0.0,False,
95,p095-b04,body_text,"{""x"": 104, ""y"": 1374, ""w"": 1533, ""h"": 158}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p095-b04.png,,"SICH
STC
EE
WYPNO.
SEHR
YESSY’
nd’
YE
RSS
IES
SH
BIE","。麩交°EA收甫辞，胡甬辣姆财页坚彭左美，刈类酥 马甫辣财常已马甫辣发美•
琳甫辞怎美","SICH
STC
EE
WYPNO.
SEHR
YESSY’
nd’
YE
RSS
IES
SH
BIE
。麩交°EA收甫辞，胡甬辣姆财页坚彭左美，刈类酥 马甫辣财常已马甫辣发美•
琳甫辞怎美","SICH
STC
EE
WYPNO.
SEHR
YESSY’
nd’
YE
RSS
IES
SH
BIE
。麩交°EA收甫辞，胡甬辣姆财页坚彭左美，刈类酥 马甫辣财常已马甫辣发美•
琳甫辞怎美",False,False,False,0.08,False,
96,p096-b01,dimension_note,"{""x"": 263, ""y"": 146, ""w"": 838, ""h"": 599}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p096-b01.png,,"王
一
-一
二
Ss
|
>
ue
I
YT
feet
LL.
E
=
eee
=|
LJ
a
<=
oom",mm0oT≥,"王
一
-一
二
Ss
|
>
ue
I
YT
feet
LL.
E
=
eee
=|
LJ
a
<=
oom
mm0oT≥","王
一
-一
二
Ss
|
>
ue
I
YT
feet
LL.
E
=
eee
=|
LJ
a
<=
oom
mm0oT≥",True,False,False,0.36,False,
96,p096-b02,body_text,"{""x"": 307, ""y"": 175, ""w"": 66, ""h"": 46}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p096-b02.png,,"<]
>",,"<]
>","<]
>",False,False,False,0.0,False,
96,p096-b03,dimension_note,"{""x"": 1185, ""y"": 502, ""w"": 682, ""h"": 76}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p096-b03.png,,"SRM
SIX
<1
000W
10eww
>
2
RSH
He
os","mm0o0r＞ 彩 拿
mmdOr<
.鉛本用郵双突白用惠 立胡长货","SRM
SIX
<1
000W
10eww
>
2
RSH
He
os
mm0o0r＞ 彩 拿
mmdOr<
.鉛本用郵双突白用惠 立胡长货","SRM
SIX
<1
000W
10eww
>
2
RSH
He
os
mm0o0r＞ 彩 拿
mmdOr<
.鉛本用郵双突白用惠 立胡长货",True,False,False,0.36,False,
96,p096-b04,body_text,"{""x"": 2103, ""y"": 519, ""w"": 459, ""h"": 333}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p096-b04.png,,"AY
ARH
Doi",单尖 +货立不,"AY
ARH
Doi
单尖 +货立不","AY
ARH
Doi
单尖 +货立不",False,False,False,0.0,False,
96,p096-b05,body_text,"{""x"": 1528, ""y"": 720, ""w"": 117, ""h"": 33}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p096-b05.png,,"10eww
>",mmaor<,"10eww
>
mmaor<","10eww
>
mmaor<",False,False,False,0.0,False,
96,p096-b06,dimension_note,"{""x"": 1247, ""y"": 879, ""w"": 130, ""h"": 33}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p096-b06.png,,"<1
oom",mm0Or≥,"<1
oom
mm0Or≥","<1
oom
mm0Or≥",True,False,False,0.28,False,
96,p096-b07,body_text,"{""x"": 100, ""y"": 1087, ""w"": 2641, ""h"": 483}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p096-b07.png,,"S|
REY
Ye
AAR
Ae
JERE
eT
|
SEA
EY
Ws
RES
EE
AS
°
ETERS
EGE’
SCE
<1
RCE
SE
le
<
NSA
eH
(EY
OU
TRS
BORE
SHEETS
CYA
1
ODM
Ad?
VAR
AYR
aC
BRERA
Yee
A
ge
>
SPEYER
FEE
SB
te
ERE’
ch
NB
ER
ep
OYE","。主戉品醉内艰拿六白用心彩本
immEOI需或平，贰尖书随如黄饱解又工 宋 心，尖长货楚直不，葱或四怎纸三楚映。胡长货本时类出•
醂辞","S|
REY
Ye
AAR
Ae
JERE
eT
|
SEA
EY
Ws
RES
EE
AS
°
ETERS
EGE’
SCE
<1
RCE
SE
le
<
NSA
eH
(EY
OU
TRS
BORE
SHEETS
CYA
1
ODM
Ad?
VAR
AYR
aC
BRERA
Yee
A
ge
>
SPEYER
FEE
SB
te
ERE’
ch
NB
ER
ep
OYE
。主戉品醉内艰拿六白用心彩本
immEOI需或平，贰尖书随如黄饱解又工 宋 心，尖长货楚直不，葱或四怎纸三楚映。胡长货本时类出•
醂辞","S|
REY
Ye
AAR
Ae
JERE
eT
|
SEA
EY
Ws
RES
EE
AS
°
ETERS
EGE’
SCE
<1
RCE
SE
le
<
NSA
eH
(EY
OU
TRS
BORE
SHEETS
CYA
1
ODM
Ad?
VAR
AYR
aC
BRERA
Yee
A
ge
>
SPEYER
FEE
SB
te
ERE’
ch
NB
ER
ep
OYE
。主戉品醉内艰拿六白用心彩本
immEOI需或平，贰尖书随如黄饱解又工 宋 心，尖长货楚直不，葱或四怎纸三楚映。胡长货本时类出•
醂辞",False,False,False,0.08,False,
96,p096-b08,body_text,"{""x"": 1151, ""y"": 1087, ""w"": 1566, ""h"": 214}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p096-b08.png,,"eke”
ee
AR)
\4H
Reh
Map
Be
Of
RE
tie’
OREMleled’
46
OO”",,"eke”
ee
AR)
\4H
Reh
Map
Be
Of
RE
tie’
OREMleled’
46
OO”","eke”
ee
AR)
\4H
Reh
Map
Be
Of
RE
tie’
OREMleled’
46
OO”",False,False,False,0.08,False,
97,p097-b01,dimension_note,"{""x"": 120, ""y"": 310, ""w"": 2352, ""h"": 1221}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p097-b01.png,,"*
M
GEYER)
Ba
Ree
ERUVAIEKERSVAERRR
REI
=
ay
tY
Yeu
Wi
38
(aE
Sot
BS
HE
SR
be
20-2OOUMN”
AG
LE
TB
YB
Bhi
A
PEI
WE
SERN
S
MPR
wes
SMS
NERSKS
FMS
Sew
FeSE’
SXSSPEM
sly
RSWSE
oes
Qum
VRGRlh
ELA
PF
[an
a
FP’
DEA
ey
ee
Le
PRE
SS
BES
Wat
SOU!
HES
RENE
ESE
WG
i
|
GPE
Ke
22200’
EPS
<Seoum
Bese
SIX
Bee
S800
Tt
3
SLES
Be
PBB
°
ie
L
HB","卦备朋立t用卦，《呗京代眾》贝
.同不郵芯费必， 年必回不己 件划回叵成代耕件•
mmoaA/
郵成干 夫
消毛必 出苗品酵对是高最艰拿心，婆剛更高忍突
甜躰下，坟效副是二策蝼土啪件至高必事，建高淋驯•
mmeS*Or女兄毛味，手味育带土干 、雪攀郵六此
。六不财莱安惊骨立收發代，土
與代映本高 ：mm08≤苯要 高效安惊骨 勁•
mm00dS≥计总 肌.mOoz 宽制•
mm008S≤女事高琳啵 育带•
。琳啪淋牛好箭叵带能•","*
M
GEYER)
Ba
Ree
ERUVAIEKERSVAERRR
REI
=
ay
tY
Yeu
Wi
38
(aE
Sot
BS
HE
SR
be
20-2OOUMN”
AG
LE
TB
YB
Bhi
A
PEI
WE
SERN
S
MPR
wes
SMS
NERSKS
FMS
Sew
FeSE’
SXSSPEM
sly
RSWSE
oes
Qum
VRGRlh
ELA
PF
[an
a
FP’
DEA
ey
ee
Le
PRE
SS
BES
Wat
SOU!
HES
RENE
ESE
WG
i
|
GPE
Ke
22200’
EPS
<Seoum
Bese
SIX
Bee
S800
Tt
3
SLES
Be
PBB
°
ie
L
HB
卦备朋立t用卦，《呗京代眾》贝
.同不郵芯费必， 年必回不己 件划回叵成代耕件•
mmoaA/
郵成干 夫
消毛必 出苗品酵对是高最艰拿心，婆剛更高忍突
甜躰下，坟效副是二策蝼土啪件至高必事，建高淋驯•
mmeS*Or女兄毛味，手味育带土干 、雪攀郵六此
。六不财莱安惊骨立收發代，土
與代映本高 ：mm08≤苯要 高效安惊骨 勁•
mm00dS≥计总 肌.mOoz 宽制•
mm008S≤女事高琳啵 育带•
。琳啪淋牛好箭叵带能•","*
M
GEYER)
Ba
Ree
ERUVAIEKERSVAERRR
REI
=
ay
tY
Yeu
Wi
38
(aE
Sot
BS
HE
SR
be
20-2OOUMN”
AG
LE
TB
YB
Bhi
A
PEI
WE
SERN
S
MPR
wes
SMS
NERSKS
FMS
Sew
FeSE’
SXSSPEM
sly
RSWSE
oes
Qum
VRGRlh
ELA
PF
[an
a
FP’
DEA
ey
ee
Le
PRE
SS
BES
Wat
SOU!
HES
RENE
ESE
WG
i
|
GPE
Ke
22200’
EPS
<Seoum
Bese
SIX
Bee
S800
Tt
3
SLES
Be
PBB
°
ie
L
HB
卦备朋立t用卦，《呗京代眾》贝
.同不郵芯费必， 年必回不己 件划回叵成代耕件•
mmoaA/
郵成干 夫
消毛必 出苗品酵对是高最艰拿心，婆剛更高忍突
甜躰下，坟效副是二策蝼土啪件至高必事，建高淋驯•
mmeS*Or女兄毛味，手味育带土干 、雪攀郵六此
。六不财莱安惊骨立收發代，土
與代映本高 ：mm08≤苯要 高效安惊骨 勁•
mm00dS≥计总 肌.mOoz 宽制•
mm008S≤女事高琳啵 育带•
。琳啪淋牛好箭叵带能•",True,False,False,0.36,False,
